Acc Id,Action,Amount
687,Deposit,7913.2
833,Withdraw,9354.12
196,Withdraw,3687.85
755,Deposit,927.79
309,Deposit,1473.18
874,Deposit,4089.56
985,Deposit,3272.45
668,Deposit,9971.69
436,Withdraw,4112.39
722,Deposit,7196.7
84,Withdraw,272.57
495,Deposit,9905.23
565,Deposit,8968.06
287,Withdraw,3053.37
799,Withdraw,7468.72
457,Deposit,1673.54
716,Withdraw,80.59
48,Deposit,1413.01
313,Withdraw,1111.73
855,Withdraw,8982.1
448,Deposit,7626.17
993,Deposit,3694.74
426,Withdraw,6934.77
357,Deposit,2404.04
885,Withdraw,5547.56
821,Deposit,5171.43
703,Deposit,7292.68
297,Withdraw,4466.39
994,Withdraw,9189.42
645,Deposit,986.27
80,Deposit,7921.02
779,Deposit,4105.68
153,Deposit,4437.12
616,Withdraw,8264.98
640,Deposit,7058.52
896,Deposit,4203.64
845,Deposit,9867.07
613,Deposit,2478.45
12,Withdraw,495.2
434,Deposit,2166.65
114,Withdraw,1894.57
92,Withdraw,8540.22
37,Withdraw,364.77
936,Withdraw,8878.52
316,Deposit,1927.01
628,Withdraw,2567.1
393,Deposit,8604.31
286,Withdraw,9640.16
120,Deposit,4829.91
384,Withdraw,197.6
260,Deposit,5679.06
261,Withdraw,7151.7
940,Withdraw,8803.34
218,Withdraw,9843.24
458,Withdraw,3457.2
675,Withdraw,326.27
798,Deposit,5173
716,Deposit,7269.69
678,Deposit,4514.06
451,Withdraw,2980.49
546,Withdraw,9000.89
842,Withdraw,3268.11
217,Deposit,9183.87
106,Deposit,1770.33
333,Withdraw,9682.37
922,Withdraw,6419.28
950,Withdraw,6151.33
414,Withdraw,4200.46
933,Deposit,3834.73
878,Withdraw,914.47
753,Withdraw,6766.79
93,Deposit,6369.58
222,Withdraw,9258.43
621,Deposit,6379.41
992,Withdraw,88.41
419,Withdraw,5365.48
553,Deposit,6961.2
231,Withdraw,8335.28
766,Deposit,6651.52
600,Deposit,2214.91
695,Withdraw,5144.02
89,Withdraw,2686.33
650,Withdraw,1677.98
412,Deposit,273.67
232,Deposit,7023.7
500,Withdraw,1976.64
629,Withdraw,5654.79
233,Deposit,9791.72
711,Withdraw,671.54
691,Withdraw,7973.5
748,Withdraw,8607
437,Withdraw,3445.69
273,Deposit,2175.69
742,Deposit,8816.63
726,Withdraw,5222.14
713,Deposit,8428.85
118,Withdraw,9368.02
163,Deposit,6212.75
727,Withdraw,8642.85
140,Deposit,8749.85
500,Withdraw,8305.18
500,Withdraw,3731.2
12,Withdraw,4497.05
620,Withdraw,2766.64
24,Deposit,9600.25
138,Deposit,8053.21
293,Withdraw,6740.54
450,Withdraw,6452.78
385,Withdraw,5149.55
355,Deposit,253.04
454,Withdraw,8219.28
574,Withdraw,9119.16
82,Deposit,9521.19
690,Deposit,4023.46
13,Withdraw,162.56
82,Withdraw,3083.51
327,Deposit,3028.16
594,Deposit,9568.92
14,Withdraw,8136.46
103,Deposit,2339.89
636,Withdraw,7353.01
517,Deposit,6443.39
234,Withdraw,9997.78
946,Withdraw,4568.13
836,Withdraw,6913.26
535,Deposit,7927.08
3,Withdraw,3555.84
908,Deposit,576.69
613,Withdraw,2127.07
545,Withdraw,4251.76
292,Withdraw,1211.45
526,Withdraw,6739.45
651,Deposit,9589.76
730,Deposit,2873.24
154,Withdraw,9361.38
748,Withdraw,6640.03
338,Withdraw,7921.48
60,Deposit,3345.41
824,Deposit,9094.96
581,Deposit,3889.92
208,Withdraw,2824.42
459,Withdraw,6800.58
377,Withdraw,3955.63
60,Withdraw,4181.48
694,Withdraw,2004.19
293,Deposit,1647.56
463,Withdraw,3648.38
823,Withdraw,3600.16
902,Withdraw,9334.37
165,Withdraw,281.31
421,Deposit,2251.58
508,Withdraw,1570.37
302,Withdraw,198.47
423,Withdraw,6180.5
568,Withdraw,5951.09
435,Withdraw,8387.05
995,Withdraw,4111.88
497,Withdraw,8305.26
788,Deposit,6068.41
455,Deposit,4909.15
865,Withdraw,8041.51
17,Deposit,5956.39
866,Withdraw,455.51
990,Withdraw,7287.36
391,Deposit,6682.08
318,Deposit,7091.4
482,Deposit,9861.42
885,Withdraw,2862.98
880,Deposit,9378.18
59,Deposit,9197.25
598,Withdraw,7233.48
375,Deposit,7934.67
867,Withdraw,7351.56
732,Withdraw,1097.41
904,Withdraw,1822.82
47,Deposit,8174.38
983,Deposit,3844.31
201,Withdraw,2470.56
909,Withdraw,3217.26
249,Withdraw,791.27
473,Withdraw,6685.68
38,Withdraw,4809.86
566,Withdraw,3855.52
759,Deposit,3437.47
252,Withdraw,929.25
36,Deposit,475.02
206,Withdraw,4418.94
193,Withdraw,3967.14
509,Withdraw,6602.89
549,Withdraw,6218.28
824,Deposit,484.68
878,Withdraw,8802.55
145,Withdraw,9824.95
513,Deposit,7801.39
356,Deposit,8968.01
299,Withdraw,4789.78
241,Deposit,2316.83
991,Deposit,830.2
709,Withdraw,7102.54
296,Deposit,3878.89
613,Withdraw,1728.61
31,Withdraw,4522.57
526,Withdraw,6482.78
793,Withdraw,4579.6
786,Withdraw,4326.86
573,Withdraw,2939.12
569,Deposit,7101.87
245,Deposit,2044.97
103,Withdraw,9716.97
408,Deposit,7180.49
190,Withdraw,4373.03
752,Withdraw,2263.33
687,Withdraw,7055.79
988,Deposit,5181.67
157,Withdraw,372.98
80,Deposit,2906.08
846,Deposit,6420.94
32,Deposit,9318.39
880,Deposit,2022.72
710,Deposit,1921.5
880,Withdraw,2264.96
297,Deposit,3873.8
639,Withdraw,420.22
962,Deposit,3846.99
830,Withdraw,4474.89
482,Withdraw,1365.07
490,Withdraw,232.88
279,Withdraw,2532.62
404,Withdraw,6961.29
96,Withdraw,9835.19
828,Withdraw,9888.11
170,Withdraw,2650.98
108,Withdraw,9911.53
637,Withdraw,1569.55
757,Deposit,8560.01
764,Withdraw,1372.62
528,Deposit,4429.34
939,Deposit,4747.56
858,Deposit,9955.94
740,Withdraw,6608.41
882,Deposit,1070.6
873,Withdraw,5908.85
801,Withdraw,5031.33
588,Withdraw,3610.79
5,Withdraw,6810.49
604,Deposit,1560.55
923,Withdraw,7198.16
823,Withdraw,6006.41
704,Withdraw,6733.29
258,Deposit,2977.72
354,Withdraw,9860.7
933,Withdraw,3150.46
194,Withdraw,7756.54
973,Deposit,5201.79
907,Withdraw,8070.55
763,Withdraw,5250.5
619,Deposit,1929.81
809,Deposit,1433.31
328,Deposit,3128.84
728,Deposit,7801.39
869,Withdraw,26.97
803,Withdraw,7289.69
550,Withdraw,7506.69
306,Deposit,3509.7
264,Deposit,7505.39
304,Withdraw,9413.92
915,Deposit,6833.52
29,Deposit,4291.94
911,Deposit,5122.31
41,Deposit,8894.88
331,Deposit,8462.91
856,Withdraw,7214.3
149,Withdraw,749.88
162,Withdraw,185.17
366,Withdraw,5443.46
380,Withdraw,6704.15
893,Withdraw,686.62
523,Deposit,6717.09
126,Deposit,8189.46
124,Deposit,7100.42
99,Withdraw,7801.58
518,Deposit,4830.68
272,Deposit,4487.52
416,Withdraw,9376.95
443,Withdraw,3140.73
487,Deposit,4575.32
418,Deposit,8958.68
938,Withdraw,3624.56
646,Withdraw,5003.07
736,Deposit,8263.47
537,Deposit,4747.07
348,Withdraw,2509.3
376,Deposit,4693.04
586,Withdraw,9269.81
776,Withdraw,1880.63
953,Withdraw,2186.84
913,Withdraw,8365.63
944,Withdraw,7020.57
895,Withdraw,4790.61
906,Deposit,1935.43
195,Withdraw,8613.96
566,Withdraw,6265.01
531,Withdraw,2634.28
978,Deposit,9771.36
493,Deposit,5935.68
309,Deposit,6641.98
192,Deposit,6718.01
81,Deposit,5903.41
839,Withdraw,9199.48
340,Withdraw,1788.84
973,Deposit,1446.69
664,Withdraw,4282.34
278,Deposit,974.95
2,Withdraw,4789.65
45,Deposit,5743.56
608,Withdraw,3613.18
983,Withdraw,4657.97
683,Withdraw,2930.84
262,Deposit,7319.27
270,Deposit,5656.46
279,Deposit,9676.48
645,Deposit,2496.17
916,Deposit,2010.75
842,Deposit,8641.2
166,Deposit,828.79
700,Withdraw,3562.11
82,Deposit,4972.44
393,Deposit,6186.33
156,Withdraw,7866.89
699,Withdraw,556.14
354,Deposit,8656.87
560,Deposit,4891.9
748,Withdraw,7398.18
149,Deposit,4984.5
789,Deposit,8997.97
264,Withdraw,5352.48
563,Deposit,3409.22
376,Withdraw,3497.19
622,Withdraw,8254.64
448,Deposit,1446.25
935,Deposit,4973.55
941,Withdraw,6168.12
744,Deposit,5987.3
29,Withdraw,5383.9
750,Withdraw,8428.17
893,Withdraw,1170.02
107,Withdraw,5621.43
584,Deposit,7771.49
577,Withdraw,211.12
425,Withdraw,5629.87
677,Withdraw,6354.28
219,Withdraw,1244.29
130,Withdraw,5646.89
167,Deposit,1620.27
154,Deposit,8408.64
546,Withdraw,688.33
984,Withdraw,7062.75
279,Withdraw,6271.26
444,Deposit,9906.48
74,Withdraw,2764.81
352,Withdraw,7982.66
811,Deposit,4698.55
364,Deposit,8810.53
487,Deposit,1601.12
459,Withdraw,4772.54
107,Withdraw,2958.8
227,Deposit,6547.79
737,Deposit,5198.51
418,Withdraw,3021.45
979,Deposit,7774.11
176,Withdraw,3954.16
13,Withdraw,8774.14
531,Deposit,7811.28
893,Withdraw,9057.22
629,Withdraw,6829.45
526,Withdraw,4134.36
674,Deposit,1743.65
201,Deposit,3659.74
402,Deposit,1039.19
430,Deposit,9596.33
816,Withdraw,7291.07
309,Deposit,4065.14
335,Withdraw,780.72
143,Withdraw,3336.53
551,Withdraw,1961.27
453,Deposit,7726.01
248,Deposit,1992.47
489,Withdraw,354.93
532,Withdraw,6338.04
854,Withdraw,6388.71
482,Withdraw,6006.09
444,Deposit,7277.33
872,Deposit,3668.48
53,Deposit,7894.42
800,Deposit,3311.6
694,Deposit,249.68
460,Deposit,6659.45
284,Withdraw,8694.06
274,Deposit,4239.41
998,Withdraw,2916.58
549,Withdraw,2694.06
962,Deposit,4626.87
990,Withdraw,9279.74
414,Deposit,6773.82
488,Withdraw,8326.94
612,Deposit,7476.45
974,Deposit,7748.46
56,Withdraw,7513.92
850,Deposit,6493.28
283,Deposit,846.19
435,Deposit,3736.37
97,Deposit,1741.81
985,Deposit,7473.59
607,Deposit,179.19
531,Deposit,645.16
412,Withdraw,1265.04
140,Withdraw,3562.6
934,Deposit,7897.14
459,Withdraw,5369.28
993,Deposit,1183.56
548,Withdraw,9206.07
288,Deposit,4388.82
703,Withdraw,7710.19
602,Deposit,5170.95
666,Withdraw,6255.8
516,Withdraw,5556.87
378,Deposit,5880.52
47,Deposit,4705.18
889,Withdraw,9650.4
9,Withdraw,3431.01
978,Deposit,5015.01
398,Withdraw,7953.1
706,Withdraw,940.97
55,Deposit,9869.35
390,Withdraw,1440.44
763,Withdraw,5314.2
456,Deposit,6871.57
5,Withdraw,8813.84
580,Withdraw,9470.97
752,Deposit,9731.85
360,Deposit,3520.13
201,Withdraw,1889.92
883,Withdraw,6934.26
434,Deposit,9324.22
154,Deposit,9643.33
333,Withdraw,9785.34
718,Deposit,1844.84
729,Withdraw,5969.94
913,Withdraw,894.97
294,Withdraw,2611.61
140,Withdraw,3331.82
461,Withdraw,5223.42
131,Deposit,7446.81
942,Deposit,7293.76
426,Deposit,873.07
665,Withdraw,2081.05
34,Deposit,5647.77
510,Withdraw,1966.94
533,Deposit,4913.88
424,Deposit,8319.01
14,Deposit,236.15
498,Withdraw,7485.86
438,Deposit,649.61
787,Deposit,6738.68
378,Withdraw,882.66
808,Withdraw,379.96
923,Withdraw,9343.52
125,Withdraw,3324.15
494,Withdraw,855.27
755,Withdraw,4038.82
767,Withdraw,2780.77
143,Deposit,8446.4
399,Deposit,8585.1
834,Deposit,5929.57
338,Withdraw,9036.8
666,Deposit,4575.68
994,Withdraw,2363.68
689,Deposit,2319.66
970,Withdraw,7359.13
88,Withdraw,3192.55
179,Deposit,319.79
745,Withdraw,2393.24
547,Withdraw,5074.29
895,Deposit,4431.66
933,Deposit,4534.49
409,Deposit,8896.43
464,Deposit,3805.79
462,Withdraw,7417.03
397,Deposit,7234.49
832,Deposit,5170.16
582,Deposit,379.9
187,Withdraw,1732.68
856,Deposit,3874.82
45,Deposit,9194.76
960,Withdraw,8078.19
730,Withdraw,4745.78
793,Withdraw,9692.93
708,Withdraw,1858.88
964,Withdraw,9434.79
388,Deposit,3308.5
605,Withdraw,4521.17
630,Deposit,5680.27
672,Deposit,1479.4
233,Deposit,1437.37
168,Deposit,1576.68
72,Deposit,5987.22
508,Withdraw,360.3
181,Withdraw,778.4
204,Deposit,2130.29
786,Withdraw,5726.18
462,Deposit,8918.61
660,Withdraw,2655.76
399,Withdraw,700.16
117,Withdraw,552.25
524,Withdraw,6176.7
535,Deposit,6623.31
297,Withdraw,8527.61
97,Deposit,5556.45
344,Withdraw,411.52
252,Deposit,2002.75
450,Deposit,6904.72
130,Deposit,3302.59
299,Withdraw,6651.18
268,Deposit,409.28
652,Withdraw,6602.65
767,Withdraw,3968.83
839,Deposit,2063.69
511,Deposit,4404.05
37,Withdraw,2206.69
190,Withdraw,2479.17
830,Deposit,1374.68
118,Deposit,1336.81
952,Deposit,4651.98
653,Deposit,1732.39
484,Deposit,9850.82
266,Deposit,7411.16
851,Withdraw,8181.25
319,Withdraw,6098.72
93,Deposit,2931.25
754,Withdraw,9197.69
646,Deposit,1407.68
432,Withdraw,5597.75
96,Withdraw,5673.27
345,Withdraw,9831.56
734,Withdraw,3669.22
566,Deposit,1196.17
252,Deposit,1752.28
711,Withdraw,5799.11
862,Deposit,6515.23
643,Deposit,3362.46
423,Withdraw,3755.66
994,Withdraw,4112.1
873,Withdraw,4802.5
528,Deposit,4334.85
839,Withdraw,3893.19
172,Withdraw,4024.36
124,Withdraw,5452.09
709,Withdraw,7771.77
91,Deposit,5752.97
608,Deposit,2521.81
368,Deposit,208.55
865,Withdraw,9714.21
694,Withdraw,2894.98
306,Withdraw,579.88
197,Deposit,9160.96
925,Deposit,9687.44
353,Withdraw,3707.02
6,Deposit,1024.6
914,Withdraw,4532.95
768,Withdraw,4527.49
800,Deposit,5601.82
984,Withdraw,5009.34
220,Withdraw,8259.23
945,Withdraw,6243.85
976,Withdraw,8792.69
13,Withdraw,6609.44
768,Withdraw,9209.96
148,Deposit,6154.37
895,Withdraw,4339.58
73,Withdraw,8791.74
183,Deposit,6387.12
426,Deposit,1468.17
823,Deposit,3551.84
295,Deposit,8665.86
241,Deposit,8054.94
205,Deposit,490.45
968,Withdraw,3652.12
794,Deposit,5115.12
936,Withdraw,4297.79
478,Withdraw,7543.72
103,Withdraw,9651.61
935,Withdraw,4836.08
477,Withdraw,5513.12
353,Withdraw,1021.74
598,Deposit,3146.37
536,Withdraw,4742.53
669,Deposit,7248.08
363,Deposit,1659.14
221,Withdraw,4008.79
416,Withdraw,6319.7
636,Deposit,4131.43
20,Withdraw,8009.03
644,Deposit,6081.41
147,Deposit,8643.7
238,Deposit,7849.58
820,Withdraw,1135.6
359,Deposit,1604.39
830,Deposit,6633.3
61,Withdraw,306.28
23,Deposit,2120.65
450,Deposit,6659.4
517,Withdraw,6262.95
217,Deposit,8268.89
201,Withdraw,6150.74
829,Deposit,9618.93
17,Deposit,6210.05
598,Withdraw,1996.5
882,Deposit,7073.68
431,Withdraw,9164.1
256,Deposit,1486.26
790,Deposit,2075.3
898,Deposit,3499.69
538,Withdraw,8678.8
766,Deposit,9049.95
184,Deposit,9349.86
114,Deposit,2384.75
344,Deposit,1738.35
531,Deposit,6217.29
299,Deposit,4592.41
926,Withdraw,5673
965,Deposit,6161.06
286,Deposit,9024.07
907,Deposit,8792.86
304,Withdraw,391.72
760,Deposit,9176.33
134,Withdraw,6371
305,Withdraw,7103.44
301,Withdraw,4453.16
91,Deposit,1052.21
681,Deposit,1105.32
581,Withdraw,7178.39
28,Deposit,4587.93
517,Deposit,2774.57
923,Withdraw,6107.37
362,Deposit,6553.4
787,Withdraw,992.45
470,Deposit,7285.88
626,Deposit,1130.64
583,Withdraw,8931.04
294,Withdraw,9972.35
35,Withdraw,351.06
242,Deposit,6581.11
786,Withdraw,8530.52
757,Withdraw,2315.12
684,Deposit,1316.95
518,Deposit,1038.76
623,Withdraw,8988.9
633,Deposit,3875.19
15,Deposit,6884.4
273,Deposit,9936.61
954,Deposit,8312.68
770,Deposit,9347.94
640,Withdraw,1267.61
659,Deposit,3091.19
145,Withdraw,185.57
347,Withdraw,2353.5
822,Deposit,730.38
559,Withdraw,8849.06
239,Withdraw,1054.21
740,Withdraw,3317.52
795,Withdraw,1998.78
681,Withdraw,8409.41
344,Withdraw,7096.2
232,Deposit,5273.02
754,Deposit,5072.5
596,Deposit,3982.79
493,Deposit,1440.37
437,Withdraw,129.68
180,Deposit,5060.78
427,Deposit,4521.36
202,Withdraw,586
378,Deposit,5318.85
47,Deposit,5721.83
428,Deposit,6576.81
233,Deposit,6530.67
1,Deposit,5537.24
733,Deposit,3147.57
371,Deposit,9380.18
617,Withdraw,5840.94
621,Deposit,3837.22
929,Withdraw,8020.79
762,Withdraw,2999.62
427,Withdraw,6296.68
545,Deposit,1546.34
230,Withdraw,1336.38
858,Deposit,5305.15
142,Deposit,4324.32
990,Deposit,8356.73
302,Deposit,4684.8
575,Deposit,4395.49
527,Deposit,7038.41
91,Deposit,2363.85
164,Deposit,5196.09
298,Deposit,420.49
889,Deposit,524.84
914,Deposit,9198.18
1,Withdraw,3130.04
673,Withdraw,2337.57
214,Withdraw,2514.58
284,Deposit,3259.23
992,Withdraw,4318.46
821,Withdraw,3523.33
600,Deposit,9933.38
353,Withdraw,9320.46
531,Withdraw,8136.33
819,Deposit,4817.78
201,Deposit,5876.01
51,Withdraw,4009.41
226,Withdraw,8947.2
521,Withdraw,5961.23
350,Withdraw,7846.8
871,Withdraw,1013.76
632,Deposit,7051.17
246,Deposit,6064.25
298,Deposit,6687.73
683,Deposit,2248.95
719,Deposit,8890.72
834,Withdraw,7563.85
139,Withdraw,3334.26
139,Deposit,5102.18
274,Deposit,2951.73
474,Withdraw,5838.55
616,Withdraw,8349.57
64,Withdraw,2774.76
932,Withdraw,6035.31
515,Deposit,3812.47
291,Withdraw,833.68
372,Deposit,6699.11
363,Deposit,3465.07
598,Deposit,3148.74
903,Withdraw,1416.97
680,Deposit,6409.63
672,Withdraw,343.59
60,Withdraw,9704.25
663,Deposit,608.72
889,Deposit,5699.59
426,Deposit,7956.87
876,Withdraw,1308.81
890,Withdraw,1813.23
221,Withdraw,8879.83
219,Withdraw,5918.03
193,Withdraw,5592.59
66,Withdraw,9124.68
319,Withdraw,995.01
612,Deposit,8290.72
171,Deposit,444.51
447,Deposit,334.59
683,Withdraw,4662.12
836,Deposit,6055.06
986,Withdraw,242.25
68,Deposit,195.65
339,Deposit,3589.97
393,Withdraw,1751
308,Withdraw,8174.07
728,Deposit,6345.92
835,Withdraw,5620.74
476,Withdraw,6943.78
41,Deposit,6412.24
464,Deposit,3211.15
236,Withdraw,9522.06
215,Deposit,9562.3
399,Withdraw,9479.36
204,Withdraw,8796.49
436,Deposit,4190.56
440,Withdraw,7864.48
434,Withdraw,4793.1
779,Deposit,2886.36
645,Deposit,3779.81
150,Withdraw,2766.57
129,Withdraw,6534.42
683,Withdraw,4287.4
783,Withdraw,6640.88
198,Deposit,824.83
67,Withdraw,4781.56
920,Withdraw,3128.53
225,Withdraw,4782.8
106,Withdraw,9656.67
577,Deposit,8328.76
168,Deposit,2396.6
469,Withdraw,7033.47
147,Withdraw,2331.41
845,Deposit,9064.93
835,Deposit,146.12
644,Deposit,3991.92
343,Deposit,6845.69
259,Withdraw,4052.68
889,Withdraw,3863.19
388,Deposit,7283.59
860,Withdraw,2338.68
640,Deposit,5519.8
349,Deposit,8226.72
681,Withdraw,8509.59
132,Withdraw,3334.09
170,Withdraw,5736.6
119,Deposit,4715.63
782,Deposit,4047.97
177,Deposit,2528.7
615,Withdraw,8819.35
245,Deposit,3691.42
958,Deposit,2640.42
606,Withdraw,5794.09
863,Withdraw,2283.53
433,Deposit,8048.94
20,Deposit,4515.36
272,Withdraw,8536.62
462,Withdraw,3331.98
384,Deposit,9249.15
223,Deposit,5357.89
513,Deposit,8417.91
34,Deposit,6062.62
807,Deposit,1712.14
670,Deposit,1485.22
728,Withdraw,3449.52
998,Withdraw,8789.6
231,Deposit,7692.1
183,Withdraw,303.91
827,Deposit,6864.31
623,Withdraw,8059.27
700,Withdraw,1478.7
824,Withdraw,76.54
418,Withdraw,2084.21
28,Deposit,9477.32
804,Deposit,915.43
527,Deposit,5048.32
713,Deposit,6072.63
790,Withdraw,1411.31
676,Withdraw,9957.77
577,Withdraw,9931.58
570,Withdraw,7821.48
599,Deposit,8554.53
422,Withdraw,3437.4
606,Withdraw,862.54
340,Withdraw,8942.54
159,Withdraw,3397.43
799,Withdraw,1396.96
765,Withdraw,9370.6
781,Withdraw,1950.47
942,Withdraw,429.94
539,Deposit,2429.35
450,Withdraw,6313.59
188,Deposit,1667.59
383,Withdraw,6301.41
356,Deposit,4581.94
438,Deposit,9373.06
429,Deposit,9888.53
46,Withdraw,201.62
622,Withdraw,6141.95
782,Deposit,7184.92
738,Withdraw,5067.86
17,Deposit,6360.71
573,Withdraw,3410.15
84,Deposit,4041.86
142,Deposit,4243.93
364,Withdraw,3458.84
581,Deposit,3955.07
163,Deposit,472.24
460,Withdraw,4999.26
704,Withdraw,9314.61
528,Deposit,9925.99
784,Withdraw,2606.85
272,Deposit,4935.89
339,Deposit,7553.59
238,Deposit,8353.41
460,Withdraw,2677.45
10,Deposit,1133.94
886,Deposit,8218.31
768,Deposit,3219.72
82,Withdraw,2014.81
189,Withdraw,3308.87
495,Deposit,4443.02
957,Deposit,4510.44
995,Withdraw,9947.05
908,Deposit,8350.2
775,Withdraw,8684.4
450,Deposit,3106.99
112,Deposit,1867.55
442,Deposit,2449.94
426,Withdraw,8732.46
575,Deposit,8007.11
392,Withdraw,1965.14
964,Withdraw,4038.31
528,Deposit,2744.41
372,Deposit,6070.66
792,Withdraw,9548.95
822,Withdraw,2626.79
554,Deposit,2764.31
712,Deposit,6100.39
355,Deposit,9846.75
612,Withdraw,6482.18
511,Deposit,4026.12
649,Withdraw,2904.33
164,Withdraw,2429.38
735,Deposit,8005.1
918,Deposit,9269.67
197,Deposit,2317.38
347,Deposit,2780.14
915,Withdraw,1780.31
97,Withdraw,146.56
874,Deposit,7375.76
0,Withdraw,1172.33
266,Withdraw,5372.19
900,Deposit,3842.1
903,Deposit,7922.85
606,Deposit,9302.13
673,Withdraw,6345.1
43,Withdraw,9433.67
597,Withdraw,2129.99
630,Withdraw,4600.51
862,Withdraw,7906.76
