Acc Id,Action,Amount
956,Withdraw,8225.17
895,Deposit,8452.68
442,Withdraw,5630.26
826,Deposit,9153.9
760,Withdraw,624.73
761,Withdraw,799.37
375,Withdraw,6235.84
645,Withdraw,2208.44
28,Withdraw,6220.12
97,Deposit,3585.07
703,Deposit,7013.26
716,Deposit,2501.2
231,Withdraw,8841.57
828,Withdraw,5044.53
412,Withdraw,1239.23
934,Deposit,5729.79
191,Deposit,5815.23
134,Withdraw,4902.52
98,Withdraw,8584.31
912,Withdraw,7305.94
615,Withdraw,2345.75
169,Deposit,8789.03
178,Withdraw,3357.13
193,Withdraw,9263.49
368,Deposit,4281.53
170,Withdraw,2438.33
170,Deposit,1813.03
553,Withdraw,1337.51
56,Withdraw,4680.3
708,Deposit,7838.89
603,Withdraw,2347.11
954,Deposit,934.2
423,Deposit,3961.61
291,Withdraw,5835.25
594,Withdraw,5190.69
803,Withdraw,4917.49
8,Deposit,7610.55
565,Deposit,9407.08
814,Withdraw,2845.84
263,Withdraw,4197.96
866,Deposit,7030.25
293,Withdraw,2856.3
442,Withdraw,5351.43
866,Withdraw,902.14
189,Withdraw,9882.5
700,Deposit,7737.9
337,Deposit,5570.25
19,Withdraw,9831.76
37,Deposit,6203.64
549,Withdraw,2001.93
62,Deposit,1908.3
202,Withdraw,4003.17
957,Deposit,9765.61
760,Withdraw,7083.77
778,Withdraw,902.04
568,Withdraw,4336.07
271,Withdraw,7381.17
155,Deposit,2614.32
789,Deposit,5722.16
549,Withdraw,588.42
381,Withdraw,7441.57
449,Withdraw,1217.9
558,Deposit,143.88
85,Withdraw,2229.72
480,Withdraw,3327.91
913,Deposit,476.22
921,Deposit,8766.95
942,Withdraw,4692.79
660,Withdraw,7548.29
349,Deposit,959.68
87,Deposit,5798.27
600,Withdraw,5589.61
350,Deposit,4249.35
959,Withdraw,8819.58
800,Deposit,9437.67
209,Withdraw,9477.36
277,Withdraw,6571.5
779,Withdraw,3070.55
656,Deposit,7330.35
951,Withdraw,3577.17
619,Deposit,3641.95
450,Withdraw,5787.91
118,Withdraw,511.69
793,Withdraw,5921.62
254,Withdraw,186.26
759,Deposit,5115.76
292,Deposit,9569.22
259,Withdraw,6129.97
221,Withdraw,6918.71
830,Withdraw,3244.94
750,Deposit,2136.02
357,Deposit,3421.96
892,Deposit,7738.59
493,Withdraw,4719.31
48,Withdraw,9660.45
270,Withdraw,7540.08
701,Withdraw,847.91
618,Withdraw,2700.5
982,Deposit,6397.26
70,Withdraw,8770.05
319,Withdraw,822.32
405,Withdraw,4267.84
46,Withdraw,8477.1
8,Deposit,7837.28
794,Withdraw,9877.41
519,Withdraw,3193.09
290,Withdraw,5693.57
824,Withdraw,6334.89
952,Withdraw,161
583,Withdraw,7952.58
943,Withdraw,8135.94
550,Deposit,11.25
634,Deposit,4897.9
163,Withdraw,1891.01
802,Deposit,6085.65
509,Withdraw,3747.07
918,Withdraw,1237.25
422,Deposit,2686.29
538,Deposit,598.26
335,Deposit,1867.59
0,Withdraw,1099.25
708,Deposit,7596.48
555,Deposit,7663.73
982,Withdraw,8841.04
774,Deposit,6175.47
329,Withdraw,7545.17
949,Withdraw,8801.97
327,Withdraw,4319.66
22,Deposit,3881.01
876,Deposit,5088.9
398,Withdraw,8055.83
252,Withdraw,4142.83
625,Withdraw,2772.67
762,Withdraw,3977.47
838,Withdraw,4873.52
267,Withdraw,1141.79
272,Deposit,7802.45
968,Withdraw,8674.44
973,Deposit,7792.21
271,Withdraw,6807.47
658,Withdraw,4910.53
896,Withdraw,839.35
42,Withdraw,5086.61
63,Deposit,4758.38
806,Withdraw,2652.35
471,Withdraw,1925.11
705,Deposit,985.4
561,Deposit,4026.77
946,Withdraw,1743.64
502,Deposit,7278.2
724,Deposit,5417.13
858,Withdraw,4854.73
544,Deposit,2840.48
883,Withdraw,6764.28
765,Withdraw,1326.24
301,Withdraw,9516.18
982,Withdraw,4131.69
632,Withdraw,9904.88
613,Withdraw,6327.24
563,Deposit,5665.81
951,Deposit,3319.18
852,Withdraw,7564.04
221,Deposit,973.24
577,Withdraw,1804.12
986,Withdraw,5117.87
150,Withdraw,5341.37
567,Deposit,3689.32
126,Withdraw,4072.57
915,Deposit,3085.25
990,Deposit,2222.25
547,Deposit,1190.71
282,Deposit,6888.18
864,Deposit,606.77
66,Withdraw,5247.67
735,Deposit,9727.14
628,Withdraw,1857.5
237,Deposit,5489.82
540,Withdraw,6379.43
725,Withdraw,3932.27
435,Withdraw,5500.3
208,Withdraw,2176.22
639,Withdraw,7530.05
388,Withdraw,1884.86
806,Withdraw,2583.94
406,Withdraw,7345.27
360,Withdraw,5325.71
508,Withdraw,4437.25
255,Deposit,8169.28
506,Withdraw,8183.53
336,Deposit,8339.15
668,Deposit,7312.47
672,Deposit,1051.06
201,Withdraw,6250.29
546,Deposit,8859.44
75,Withdraw,5673.39
280,Withdraw,2940.48
577,Withdraw,5776.28
721,Withdraw,9482.51
356,Deposit,5253.38
705,Withdraw,2138.51
155,Withdraw,4382.87
544,Withdraw,2958.37
292,Deposit,6927.39
792,Withdraw,3527.25
182,Withdraw,5936.51
725,Withdraw,3502.54
832,Deposit,9283.99
583,Withdraw,739.71
832,Withdraw,7533.96
52,Deposit,4338.84
550,Deposit,8361.15
567,Deposit,7354.19
754,Deposit,1450.61
404,Withdraw,4058.05
243,Withdraw,9024.25
240,Withdraw,2463.95
277,Deposit,4096.12
437,Deposit,7289.32
878,Withdraw,9614.78
794,Deposit,8450.82
397,Deposit,9924.62
850,Deposit,766.57
26,Deposit,8312.34
865,Deposit,136.81
704,Withdraw,9572.37
663,Withdraw,7574.19
315,Withdraw,1747.53
532,Withdraw,6252.46
153,Withdraw,3393.88
952,Withdraw,6410.89
384,Deposit,2103.08
291,Deposit,8542
853,Deposit,3574.33
935,Withdraw,4027.46
87,Deposit,8103.29
563,Deposit,9452.74
484,Withdraw,9477.36
550,Withdraw,8064.6
878,Deposit,5651.34
685,Deposit,6930.36
179,Withdraw,2830.4
886,Withdraw,5810.72
96,Deposit,3764.05
521,Deposit,5375.84
294,Withdraw,2692.25
523,Deposit,2180.01
332,Withdraw,1889.23
562,Withdraw,2669.37
943,Withdraw,3509.38
118,Withdraw,3056.69
583,Withdraw,5610.43
144,Withdraw,1087.88
907,Deposit,5018.33
303,Withdraw,1364.14
422,Withdraw,3514.78
710,Withdraw,5486.07
216,Deposit,7962.48
990,Deposit,8771.68
400,Deposit,2496.2
852,Deposit,6896.41
901,Deposit,8371.97
555,Withdraw,7698.92
249,Withdraw,9609.98
961,Deposit,8079.16
92,Withdraw,8272.03
931,Deposit,2327.96
916,Withdraw,8682.63
28,Deposit,3914.2
709,Withdraw,9347.41
567,Withdraw,7863.53
742,Withdraw,4258.25
442,Deposit,224.88
712,Deposit,6606.45
328,Deposit,7333.04
458,Deposit,957.64
218,Deposit,8642.49
616,Deposit,7369.58
286,Deposit,307.49
404,Withdraw,1479.71
993,Deposit,1801.03
578,Deposit,687.68
378,Withdraw,8985.26
768,Withdraw,8519.58
246,Deposit,5266.64
800,Deposit,2290.7
604,Withdraw,3307.06
453,Deposit,9678.3
361,Deposit,5581.2
209,Withdraw,8705.08
90,Deposit,6066.67
151,Withdraw,2720.79
796,Withdraw,8160.04
311,Deposit,8512.85
304,Deposit,5334.79
105,Withdraw,614.96
776,Deposit,4696.58
862,Withdraw,9953.11
765,Withdraw,7930.86
128,Withdraw,777.9
549,Withdraw,3649.61
414,Deposit,4202.15
617,Withdraw,6092.88
901,Withdraw,1622.75
723,Withdraw,7722.37
620,Withdraw,2046.18
748,Withdraw,3234.73
877,Deposit,8867.93
745,Deposit,2584.51
383,Withdraw,689.35
771,Withdraw,4673.52
727,Withdraw,3322.15
154,Deposit,6356.05
506,Withdraw,9143.72
780,Withdraw,5996.29
579,Deposit,3251.13
414,Deposit,383.84
999,Deposit,2497.63
211,Withdraw,9301.35
422,Withdraw,2685.56
900,Deposit,7766.46
334,Deposit,5987.38
595,Withdraw,297.14
867,Deposit,9237.53
731,Withdraw,8352.4
512,Withdraw,4834.81
487,Deposit,2668.37
563,Withdraw,2576.94
22,Withdraw,646.51
852,Withdraw,3289.46
338,Deposit,2878.18
225,Deposit,4810.43
810,Deposit,3331.89
286,Deposit,7824.39
424,Withdraw,7138.92
59,Deposit,3349.26
471,Withdraw,6201.7
696,Withdraw,8138.82
6,Withdraw,8030.36
436,Deposit,5152.57
442,Deposit,3905.51
654,Withdraw,9490.15
389,Withdraw,8674.68
691,Withdraw,9753.97
56,Withdraw,6886.12
705,Deposit,2364.93
506,Deposit,1913.4
169,Deposit,2024.48
542,Deposit,852.11
78,Deposit,2866.76
626,Deposit,1933.04
20,Withdraw,7633.55
711,Deposit,7004.04
684,Withdraw,8467
275,Withdraw,6627.36
796,Deposit,7650.95
110,Withdraw,2276.54
2,Deposit,7634.7
864,Withdraw,5698.89
477,Deposit,7215.29
887,Deposit,1007.62
864,Withdraw,998.83
162,Deposit,1633.61
101,Deposit,8337.47
305,Deposit,9659.93
464,Deposit,9139.82
430,Deposit,8136.68
323,Deposit,7173.7
430,Deposit,6269.34
313,Withdraw,9.01
562,Withdraw,4985.29
502,Deposit,4696.36
128,Withdraw,3657.28
823,Deposit,4105.88
147,Withdraw,5568.4
516,Deposit,132.18
135,Withdraw,6546.51
583,Deposit,6656.53
428,Withdraw,2121.84
687,Withdraw,2496.42
122,Deposit,5908.25
790,Deposit,7685.07
704,Withdraw,9440.03
861,Withdraw,6991.08
63,Deposit,2656.72
126,Withdraw,2514.05
539,Withdraw,741.83
381,Deposit,8939.85
816,Withdraw,3139.69
280,Withdraw,8382.42
585,Deposit,9008.74
449,Withdraw,9408.56
883,Withdraw,6633.19
963,Deposit,9686.49
19,Deposit,2408.34
427,Withdraw,9413.66
242,Withdraw,3316
553,Deposit,8779.27
273,Deposit,1288.77
612,Withdraw,575.92
651,Deposit,8559.41
486,Withdraw,2547.15
667,Withdraw,4723.2
335,Withdraw,5170.76
744,Withdraw,1819.78
73,Withdraw,1263.73
308,Deposit,8229.09
50,Deposit,7199.49
297,Deposit,2486.55
144,Withdraw,7509.45
176,Deposit,6072.57
726,Withdraw,5873.62
127,Deposit,2824.61
748,Deposit,5953.15
804,Deposit,4116.33
600,Withdraw,7752.06
655,Deposit,4354.44
621,Deposit,5276.27
605,Withdraw,8118.62
970,Withdraw,9009.2
140,Withdraw,7528.71
367,Withdraw,5996.1
581,Withdraw,6623.94
621,Withdraw,3186.08
374,Withdraw,9670.55
139,Deposit,4410.64
595,Deposit,7892.4
475,Deposit,6801.86
642,Withdraw,9655.42
866,Deposit,379.34
303,Withdraw,2620.73
645,Deposit,79.49
884,Withdraw,1957.2
979,Withdraw,3626.56
676,Deposit,9222.7
493,Withdraw,7009.85
575,Withdraw,6106.31
555,Deposit,7180.29
54,Deposit,7655.08
378,Deposit,2168.71
656,Deposit,3799.23
633,Withdraw,6902.79
560,Deposit,1999.24
889,Deposit,4345.62
155,Deposit,1294.86
894,Withdraw,2427.09
463,Deposit,6609.39
889,Deposit,4468.9
113,Withdraw,8423.68
981,Withdraw,1600.68
192,Withdraw,875.17
299,Withdraw,6433.27
102,Withdraw,2679.84
911,Deposit,3964.33
726,Withdraw,9334.92
544,Deposit,1616.73
444,Deposit,4215.87
841,Deposit,8459.71
515,Deposit,7090.9
579,Deposit,1817.45
582,Withdraw,7908.8
986,Withdraw,3428.69
552,Deposit,7879.83
292,Withdraw,732.79
616,Deposit,66.54
403,Withdraw,2923.88
97,Withdraw,735.29
7,Withdraw,1007.75
839,Withdraw,3054.99
411,Deposit,8330.8
940,Withdraw,2995.31
5,Deposit,9668.95
289,Withdraw,6746.35
669,Deposit,8386.68
471,Deposit,4104.62
861,Deposit,4236.95
602,Withdraw,7836.73
681,Deposit,8429.77
707,Withdraw,8463.74
77,Withdraw,3703.8
299,Deposit,4831.19
150,Deposit,9988.75
832,Withdraw,6480.5
554,Withdraw,3135.3
601,Deposit,7843.42
456,Deposit,8318.27
22,Deposit,1123.53
695,Deposit,3020.2
101,Deposit,199.83
482,Deposit,7134.82
662,Withdraw,8691.44
2,Withdraw,1445.63
530,Deposit,9305.09
988,Withdraw,7001.96
853,Deposit,3313.18
15,Withdraw,7470.67
693,Withdraw,5188.69
626,Withdraw,1914.07
600,Withdraw,9112.08
888,Deposit,4067.1
749,Deposit,6204.28
258,Withdraw,3885.53
699,Deposit,5540.18
898,Deposit,5975.56
870,Withdraw,3410.7
231,Withdraw,9492.12
892,Withdraw,2164.77
924,Deposit,1225.93
974,Withdraw,695.01
317,Withdraw,8754.98
256,Withdraw,9819.25
494,Withdraw,2761.3
953,Deposit,2692.22
516,Deposit,4107.51
390,Deposit,66.23
22,Withdraw,2527.2
887,Withdraw,3813.05
871,Withdraw,7737.79
967,Deposit,8011.53
800,Deposit,5707.41
333,Withdraw,2867.99
580,Deposit,3114.76
69,Withdraw,8395.17
170,Withdraw,9788.33
378,Deposit,4729.41
98,Withdraw,1076.65
703,Withdraw,58.84
461,Withdraw,1454.64
708,Withdraw,8706.21
284,Withdraw,8749.69
522,Withdraw,7056.83
974,Deposit,7137.51
546,Withdraw,7917.26
232,Withdraw,8565.45
783,Deposit,3693.67
376,Deposit,3691.33
533,Deposit,5495.23
595,Deposit,9617.81
204,Deposit,7740
269,Deposit,1690.07
453,Withdraw,5353
906,Deposit,8193.5
679,Withdraw,4368.98
107,Withdraw,8823.49
559,Withdraw,185.36
3,Withdraw,2220.52
697,Withdraw,4656.03
473,Withdraw,3268.01
627,Deposit,6373.17
606,Withdraw,9080.47
521,Deposit,5103.38
205,Deposit,9310.56
74,Withdraw,3169.54
282,Withdraw,2006.74
354,Deposit,2665.98
91,Withdraw,2373.53
715,Deposit,897.94
493,Deposit,8344.04
172,Deposit,3712.3
349,Withdraw,9017.34
998,Deposit,29.14
351,Deposit,1367.32
698,Withdraw,5895.71
914,Deposit,6404.25
41,Deposit,1165.7
223,Withdraw,6104.49
975,Deposit,8585.81
924,Withdraw,7655.69
16,Deposit,4208.16
426,Deposit,7785.43
544,Withdraw,3927.14
824,Deposit,1518.99
243,Withdraw,7036.3
717,Deposit,6940.56
273,Deposit,3436.08
396,Deposit,817.94
720,Withdraw,2537.34
250,Deposit,6104.34
190,Deposit,6649.41
611,Deposit,8935.36
647,Deposit,7036.09
32,Deposit,6521.64
674,Deposit,2665.48
554,Withdraw,4592.24
581,Deposit,5478.82
120,Deposit,3928.93
797,Deposit,3693.21
758,Withdraw,8182.99
394,Deposit,2399.18
688,Withdraw,5117.99
43,Withdraw,391.98
466,Withdraw,5675.48
369,Deposit,6671.41
686,Deposit,9126.94
392,Withdraw,5765.78
491,Deposit,7173.97
285,Deposit,9032
708,Withdraw,3345.05
853,Deposit,7944.52
773,Withdraw,6491.18
189,Deposit,5897.89
857,Deposit,1367.22
152,Withdraw,3882.38
77,Withdraw,2555.98
417,Withdraw,5847.87
636,Deposit,9229.29
899,Withdraw,7290.97
995,Withdraw,100.54
235,Deposit,7138.86
928,Deposit,9990.15
671,Withdraw,2143.07
127,Deposit,9954.76
541,Deposit,9931.68
590,Deposit,1727.41
625,Deposit,6008.56
634,Deposit,6162.99
859,Withdraw,8840.29
970,Deposit,2310.25
354,Withdraw,2510.29
874,Withdraw,9485.26
726,Deposit,873.32
254,Withdraw,6240.33
770,Withdraw,6239.22
318,Withdraw,7631.11
265,Withdraw,6187.85
185,Withdraw,1735.3
916,Withdraw,2161.33
137,Deposit,2240.58
673,Deposit,7171.69
220,Deposit,9844.89
785,Deposit,6508.22
199,Withdraw,7829.1
470,Deposit,5965.94
900,Deposit,5073.99
228,Withdraw,4331.77
928,Deposit,5739.29
612,Deposit,9976.21
545,Deposit,1469
344,Deposit,886.3
217,Deposit,9530.8
106,Deposit,5496.36
576,Deposit,5371.64
120,Withdraw,9909.59
204,Deposit,6430.8
847,Withdraw,9694.98
838,Withdraw,1969.14
891,Withdraw,4468.04
180,Deposit,430.23
291,Withdraw,1262.51
8,Deposit,5806.43
412,Deposit,9575.64
696,Deposit,6087.51
747,Deposit,5591.54
482,Deposit,4316.22
760,Deposit,1173.29
579,Deposit,67.32
808,Deposit,9317.76
518,Deposit,1475.07
707,Deposit,3575.82
181,Deposit,1975.86
199,Withdraw,3589.42
847,Withdraw,4802.21
552,Withdraw,8345.41
238,Deposit,3990.1
663,Withdraw,6797.98
595,Withdraw,3282.33
696,Deposit,8127.84
233,Withdraw,679.37
975,Withdraw,1301.89
259,Deposit,4494.51
389,Deposit,8291.46
482,Withdraw,1047.53
681,Withdraw,3.23
209,Withdraw,5873.78
684,Withdraw,2686.15
557,Withdraw,4013.46
66,Deposit,3305.25
665,Deposit,5156.24
598,Deposit,5356.83
571,Deposit,1730.48
15,Deposit,765.72
573,Withdraw,3061.9
990,Withdraw,1811.83
795,Deposit,4959.17
655,Deposit,9680.99
734,Withdraw,3994.16
39,Withdraw,2475.02
0,Withdraw,9735.65
512,Withdraw,1572.17
357,Deposit,622.23
117,Withdraw,242.75
297,Deposit,9855.67
334,Deposit,8888.91
74,Deposit,5887.28
193,Withdraw,9152.62
691,Deposit,7726.19
361,Withdraw,4631.94
274,Withdraw,3312.03
199,Deposit,2212.04
961,Deposit,963.99
501,Deposit,4237.35
473,Withdraw,9512.92
449,Withdraw,4270.62
88,Withdraw,3097.49
305,Withdraw,2066.76
246,Withdraw,3572.38
302,Withdraw,4342.94
867,Withdraw,9577.89
116,Deposit,2964.14
660,Deposit,2062.42
337,Deposit,2828.38
857,Withdraw,4121.13
578,Deposit,2952.15
148,Withdraw,2267.97
989,Deposit,1469.69
489,Deposit,5226.14
845,Withdraw,4550
558,Withdraw,4002.75
639,Deposit,384.42
172,Withdraw,9806.9
981,Withdraw,7711.1
492,Deposit,8755.96
485,Deposit,9294.17
167,Withdraw,9884.68
141,Deposit,2644.66
4,Withdraw,9368.53
430,Withdraw,1016.19
151,Deposit,5335.77
275,Withdraw,7141.88
553,Withdraw,1292.25
831,Deposit,525
775,Deposit,7119.22
743,Withdraw,5900.19
122,Withdraw,3639.12
258,Withdraw,4301.03
653,Withdraw,952.52
429,Deposit,2523.83
947,Withdraw,3166.35
814,Withdraw,8141.03
509,Withdraw,601.39
963,Withdraw,2409.83
204,Deposit,4881.47
106,Deposit,3568.45
841,Withdraw,6834.31
568,Withdraw,4662.84
797,Deposit,2258.37
486,Deposit,3763.45
296,Deposit,6701.7
536,Deposit,3063.97
966,Withdraw,334.1
299,Withdraw,154.59
390,Deposit,2842.94
994,Withdraw,5744.24
548,Deposit,2710.96
666,Deposit,6198.35
627,Withdraw,4924.13
83,Withdraw,8177.99
340,Withdraw,825.99
417,Deposit,1016.44
229,Deposit,6720.48
293,Deposit,5825.41
409,Withdraw,3197.73
379,Deposit,2101.44
498,Deposit,2538.31
575,Withdraw,5842.43
12,Withdraw,7109.95
301,Deposit,3930.45
792,Deposit,1911.9
672,Withdraw,1904.4
407,Withdraw,7905.24
181,Deposit,2034.69
527,Deposit,8010.87
892,Deposit,8619
722,Deposit,4437.63
10,Deposit,9092.96
300,Deposit,988.78
90,Withdraw,6428.49
958,Withdraw,3195.47
788,Deposit,6161.32
157,Withdraw,4197.03
249,Deposit,4879.91
920,Withdraw,6083.81
8,Withdraw,2662.36
6,Withdraw,1605.85
817,Withdraw,3473.78
676,Deposit,2245.09
252,Deposit,1801.77
461,Deposit,4374.64
303,Deposit,8858.98
487,Withdraw,7775.82
899,Withdraw,7278.26
348,Withdraw,5684.02
998,Withdraw,3893.19
908,Deposit,4843.76
781,Withdraw,764.9
100,Withdraw,6084.82
374,Withdraw,9926.58
413,Withdraw,2552.87
827,Withdraw,9668.32
182,Withdraw,5377.72
918,Withdraw,8374.53
116,Withdraw,3440.97
576,Deposit,181.02
372,Withdraw,9177.93
405,Deposit,3540.03
361,Withdraw,4177.55
210,Deposit,9369.18
582,Deposit,3895.7
792,Deposit,8995.41
219,Withdraw,6674.94
617,Withdraw,4790.93
733,Deposit,2639.69
281,Withdraw,7695.14
906,Deposit,4181.43
214,Withdraw,9064.28
102,Deposit,9198.29
730,Deposit,6374.94
946,Withdraw,5183.41
480,Deposit,503.01
532,Deposit,5609.48
261,Withdraw,8079.91
166,Withdraw,420.71
390,Deposit,2947.43
484,Withdraw,1565.09
209,Deposit,560.17
632,Deposit,79.14
519,Deposit,8411.04
420,Withdraw,5631.16
731,Deposit,9027.78
949,Deposit,5747.7
441,Deposit,4874.34
81,Withdraw,5593.54
958,Withdraw,4102.8
687,Deposit,9723.56
36,Deposit,4594.32
898,Withdraw,3698.72
365,Deposit,7167.63
613,Withdraw,2057.86
425,Deposit,6141.55
892,Deposit,9409.36
719,Deposit,1090.06
47,Withdraw,4750.25
272,Deposit,9236.11
688,Withdraw,8157.44
680,Withdraw,2757.2
865,Deposit,1650.18
272,Deposit,9238.3
506,Withdraw,5752.3
757,Withdraw,7236.63
340,Deposit,7862.65
859,Deposit,6390.37
44,Deposit,3765.63
64,Withdraw,6002.47
861,Deposit,2064.77
17,Withdraw,9928.41
446,Withdraw,1143.24
484,Deposit,9000.5
884,Deposit,7024.75
380,Deposit,2502.77
717,Deposit,2594.45
833,Withdraw,3335.89
411,Withdraw,4004.23
920,Deposit,4573.13
661,Withdraw,2439.79
514,Withdraw,3965.75
456,Deposit,7919.81
518,Deposit,984.8
79,Deposit,1531.05
639,Withdraw,8008.42
128,Withdraw,134.59
402,Withdraw,0.39
751,Withdraw,240.76
15,Withdraw,650.31
739,Deposit,5711.56
161,Deposit,3584.75
